id,sigma,misorientation_angle_deg,axis_h,axis_k,axis_l,plane_h,plane_k,plane_l,gb_type
596,221,5.452621988,1,0,0,1,21,1,asymmetric_tilt
597,221,5.452621988,1,0,0,1,10,11,asymmetric_tilt
598,223,40.7251931,1,1,1,10,5,-18,mixed
599,223,40.7251931,1,1,1,-12,-7,16,mixed
600,225,16.26020471,2,2,1,3,-4,-1,mixed
601,225,16.26020471,2,2,1,-13,8,1,mixed
602,227,10.7719542,1,1,0,2,0,15,asymmetric_tilt
603,227,10.7719542,1,1,0,16,-16,13,asymmetric_tilt
604,229,15.18928674,1,0,0,1,13,17,asymmetric_tilt
605,229,15.18928674,1,0,0,1,-2,15,asymmetric_tilt
606,231,18.54899961,2,1,1,-2,8,-7,mixed
607,231,18.54899961,2,1,1,0,-3,2,mixed
608,233,26.78499551,1,0,0,1,21,5,asymmetric_tilt
609,233,26.78499551,1,0,0,1,8,13,asymmetric_tilt
610,235,92.43885469,2,1,0,-9,13,-15,mixed
611,235,92.43885469,2,1,0,1,-3,3,mixed
612,237,26.00782389,1,1,1,16,-14,-5,mixed
613,237,26.00782389,1,1,1,-6,4,1,mixed
614,239,59.3055083,3,2,0,-9,7,-19,mixed
615,239,59.3055083,3,2,0,3,-11,19,mixed
616,241,29.86283436,1,0,0,1,11,19,asymmetric_tilt
617,241,29.86283436,1,0,0,1,-4,15,asymmetric_tilt
618,243,7.356103172,1,1,0,12,-10,-1,asymmetric_tilt
619,243,7.356103172,1,1,0,4,-4,7,asymmetric_tilt
620,245,33.2030992,2,1,0,-4,3,-15,mixed
621,245,33.2030992,2,1,0,0,-1,3,mixed
622,247,19.0306764,1,1,1,13,2,-18,mixed
623,247,19.0306764,1,1,1,-15,-4,16,mixed
624,249,52.66849569,1,1,0,11,-9,-7,asymmetric_tilt
625,249,52.66849569,1,1,0,17,-17,13,asymmetric_tilt
626,251,21.83067784,1,1,0,12,-10,-3,asymmetric_tilt
627,251,21.83067784,1,1,0,14,-14,19,asymmetric_tilt
628,253,89.3205875,3,1,0,-4,7,-8,mixed
629,253,89.3205875,3,1,0,1,-8,8,mixed
630,255,26.09848403,5,1,0,-3,2,-11,mixed
631,255,26.09848403,5,1,0,-11,3,-22,mixed
632,257,7.15266875,1,0,0,1,15,17,asymmetric_tilt
633,257,7.15266875,1,0,0,1,-1,16,asymmetric_tilt
634,259,12.35678139,1,1,1,-3,16,-16,mixed
635,259,12.35678139,1,1,1,1,-18,14,mixed
636,261,15.91160017,2,1,0,-3,1,-16,mixed
637,261,15.91160017,2,1,0,-5,0,-16,mixed
638,263,122.6784622,2,1,0,7,-19,11,mixed
639,263,122.6784622,2,1,0,-11,17,-11,mixed
640,265,4.979105844,1,0,0,1,23,1,asymmetric_tilt
641,265,4.979105844,1,0,0,1,11,12,asymmetric_tilt
642,267,35.6360747,1,1,0,12,-10,-5,asymmetric_tilt
643,267,35.6360747,1,1,0,16,-16,17,asymmetric_tilt
644,269,14.8628159,1,0,0,1,23,3,asymmetric_tilt
645,269,14.8628159,1,0,0,1,10,13,asymmetric_tilt
646,271,56.51899391,1,1,1,-10,18,-11,mixed
647,271,56.51899391,1,1,1,8,-20,9,mixed
648,273,6.008983198,1,1,1,5,0,-6,mixed
649,273,6.008983198,1,1,1,-17,-2,16,mixed
650,275,93.9617737,2,1,1,5,-16,0,mixed
651,275,93.9617737,2,1,1,-9,14,-2,mixed
652,277,24.5295475,1,0,0,1,23,5,asymmetric_tilt
653,277,24.5295475,1,0,0,1,9,14,asymmetric_tilt
654,279,59.52459442,3,1,1,-8,21,-8,mixed
655,279,59.52459442,3,1,1,2,-23,6,mixed
656,281,34.70804927,1,0,0,1,11,21,asymmetric_tilt
657,281,34.70804927,1,0,0,1,-5,16,asymmetric_tilt
658,283,81.66988248,1,1,0,10,-8,-11,asymmetric_tilt
659,283,81.66988248,1,1,0,20,-20,7,asymmetric_tilt
660,285,31.11405491,4,4,3,9,-14,-7,mixed
661,285,31.11405491,4,4,3,-17,6,1,mixed
662,287,32.51981525,2,1,0,1,-7,23,mixed
663,287,32.51981525,2,1,0,-5,5,-23,mixed
664,289,33.85502613,1,0,0,1,23,7,asymmetric_tilt
665,289,33.85502613,1,0,0,1,8,15,asymmetric_tilt
666,291,9.510861633,1,1,0,2,0,17,asymmetric_tilt
667,291,9.510861633,1,1,0,6,-6,5,asymmetric_tilt
668,293,13.41967362,1,0,0,1,15,19,asymmetric_tilt
669,293,13.41967362,1,0,0,1,-2,17,asymmetric_tilt
670,295,16.39836443,2,1,1,-2,9,-8,mixed
671,295,16.39836443,2,1,1,0,-10,7,mixed
672,297,18.89246554,1,1,0,3,-1,17,asymmetric_tilt
673,297,18.89246554,1,1,0,19,-19,13,asymmetric_tilt
674,299,21.07502491,3,1,0,-2,-4,17,mixed
675,299,21.07502491,3,1,0,-5,-5,17,mixed
676,3,69.80546541,0.71214096,0.701581076,0.025283337,-0.625983817,0.529906467,0.572139316,tilt
677,3,70.09151382,0.713509643,0.700232544,-0.024049397,-0.549613972,0.574727486,0.606310811,tilt
678,3,71.05791945,0.696060069,0.71760815,-0.023214723,-0.384393115,0.409411451,-0.827420206,tilt
679,3,70.29995715,0.713636801,0.700466356,0.008330755,-0.41792554,0.423319364,-0.803827692,tilt
680,3,70.31449289,0.711942411,0.702171573,-0.009648088,-0.014913136,-0.709901503,0.704143064,tilt
681,3,69.703125,0.691773764,0.722107276,0.003184634,0.019589869,-0.687338361,0.726073147,tilt
682,3,70.34215276,0.703253351,0.710934875,-0.002515304,0.716397172,0.697408855,0.019899297,twist
683,3,69.52136544,0.728754411,0.684235861,-0.027171592,0.709267345,0.704670138,-0.019489221,twist
684,5,36.61355423,0.998587583,0.035196061,-0.039800461,-0.999943471,-0.009563176,0.004647673,tilt
685,5,36.53862361,0.999855311,-0.014777467,-0.008425225,-0.999661897,0.025378559,-0.0056587,tilt
686,5,36.22296475,0.99977916,-0.019668995,-0.007400131,0.004339651,-0.942493712,-0.334195708,tilt
687,5,37.08260135,0.99970111,0.017363371,-0.017210559,-0.019580214,-0.946162347,-0.32309972,tilt
688,5,36.84814942,0.999999942,0.000157465,-0.000300979,0.014773018,-0.444364056,-0.89572448,tilt
689,5,37.76065774,0.99605787,0.087891469,-0.011992072,-0.041518453,-0.465642445,-0.883998491,tilt
690,7,37.02925414,0.613719467,0.527414918,0.587521847,0.571758351,0.604866828,0.554281975,twist
691,7,36.81551625,0.584434778,0.556763052,0.590297293,0.534601165,0.600572819,0.594570335,twist
692,7,38.98862387,0.581287749,0.588226655,0.562222336,0.266819213,-0.77944572,0.566808502,tilt
693,7,37.95667223,0.576081775,0.5712704,0.584619466,0.308736789,-0.778495271,0.546467481,tilt
694,9,38.80389645,0.672020753,0.740532119,-0.000536321,-0.686850163,0.633192091,0.356797744,tilt
695,9,38.52841332,0.714676503,0.699428482,-0.006106882,-0.60713603,0.687623142,0.398196254,tilt
696,9,38.8546537,0.713892118,0.700185949,-0.009883316,-0.712780878,-0.70115851,-0.017893118,tilt
697,9,38.75222723,0.71174426,0.702437906,0.001047316,-0.697918745,-0.716044106,-0.01379359,tilt
698,9,40.3102557,0.681675672,0.731603889,-0.008603939,-0.244963639,0.195588873,-0.949598762,tilt
699,9,39.66574327,0.685812391,0.727311239,-0.026071555,-0.262029226,0.262886113,-0.928564256,tilt
700,11,50.30125619,0.710931765,0.703054659,-0.01703443,-0.306339206,0.257332766,-0.916480299,tilt
701,11,50.29492743,0.709192102,0.705014777,0.000852609,-0.291742675,0.339302883,-0.894292885,tilt
702,11,51.7537528,0.666095598,0.745858604,-0.003405519,-0.685602634,-0.726870242,-0.040108346,tilt
703,11,49.71479871,0.706965118,0.707247355,0.001225138,-0.667039628,-0.744533025,-0.02699463,tilt
704,11,50.40356646,0.702911244,0.711272306,-0.002736758,-0.615693165,0.666898667,0.419723832,tilt
705,11,51.27934022,0.687273641,0.726296899,-0.012155542,-0.673927276,0.611226649,0.414998809,tilt
706,13,22.08393401,0.999340621,0.035429745,-0.007940835,-0.999428989,0.029772884,0.015977186,tilt
707,13,22.22575673,0.999954539,0.003851998,0.008722469,-0.999449281,0.005333081,-0.032751994,tilt
708,13,23.05732754,0.986498942,0.046485316,0.157031694,-0.025139099,-0.971495091,-0.235722959,tilt
709,13,23.28115606,0.998374824,-0.024961469,-0.051231193,-0.01843818,-0.981833462,-0.18884673,tilt
710,13,22.75595589,0.999983249,0.003905422,0.004272028,-0.054064028,-0.61383693,-0.787579395,tilt
711,13,20.23778639,0.968972881,-0.082630795,0.23294572,-0.035205719,-0.566692865,-0.823176624,tilt
712,15,49.06226871,0.905837203,0.423561939,0.007365094,-0.169987418,0.354815949,-0.91935299,tilt
713,15,47.75314946,0.893608675,0.448837722,-0.002869799,-0.20309433,0.386643681,-0.899588438,tilt
714,15,48.18981393,0.894426171,0.447215636,-4.79e-07,0.886020469,0.463636658,-0.002962873,twist
715,15,46.70575605,0.897736175,0.44052882,-0.002029369,0.872151063,0.489171523,0.007984056,twist
716,17,28.30060766,0.999502971,-0.023415765,0.021107178,-0.999877008,-0.013688017,0.007655516,tilt
717,17,27.99270034,0.999839275,0.017846709,0.00170842,-0.996048382,0.044172488,-0.077048119,tilt
718,17,28.5002494,0.999763826,-0.015325557,-0.01540845,-0.055350969,-0.530024974,-0.846173621,tilt
719,17,28.17760977,0.999997425,-0.001861993,0.001296951,-0.032474991,-0.539276055,-0.841502651,tilt
720,17,28.32022293,0.999544469,0.02833011,0.010404812,0.053349103,0.260744782,-0.963932587,tilt
721,17,27.3605069,0.997736303,-0.010039419,-0.066494215,-0.034927025,0.262829903,-0.964209803,tilt
722,19,27.41708814,0.704310882,0.708574557,0.043223588,-0.717861476,0.669864871,0.189620558,tilt
723,19,25.98556812,0.740654458,0.671823304,-0.009188125,-0.708553481,0.679539218,0.190206248,tilt
724,19,26.32672386,0.683720633,0.729005713,0.032814134,-0.743428396,-0.66881233,0.002070714,tilt
725,19,25.9045136,0.710920843,0.702232761,0.038219158,-0.673871178,-0.73758001,0.043282375,tilt
726,19,27.83085692,0.699023055,0.714268676,-0.034453264,-0.13153554,0.170986405,-0.976453814,tilt
727,19,26.66625057,0.699820203,0.714318854,-0.000507687,-0.145715776,0.185834651,-0.971716211,tilt
728,21,21.49615613,0.579446635,0.520784162,0.626917422,0.163349143,-0.760034823,0.629018382,tilt
729,21,22.86946149,0.5859129,0.571794709,0.574244622,0.228116688,-0.791493958,0.56700978,tilt
730,21,23.04122327,0.649772598,0.504225609,0.568816408,0.573515566,0.584912975,0.573547476,twist
731,21,21.84527774,0.55666027,0.58978953,0.585045002,0.57043239,0.541727622,0.617363809,twist
732,23,162.9804209,0.893533704,0.448994252,-0.001296725,-0.422035473,0.896869735,-0.132328147,tilt
733,23,161.4948453,0.892544292,0.450953437,-0.002384098,-0.445123892,0.882416914,-0.152332237,tilt
734,23,162.7280797,0.88541925,0.464652703,0.011428781,0.913814416,0.405542389,-0.021876558,twist
735,23,164.4764695,0.89320495,0.449424421,0.014233981,0.902070741,0.42980352,0.039208565,twist
736,25,16.2634386,0.9833113,0.161757631,0.083266783,-0.99966974,-0.010458302,0.023474143,tilt
737,25,14.7229561,0.99586511,0.082993153,-0.036943456,-0.998443287,-0.003983202,-0.055633947,tilt
738,25,14.71209894,0.995414064,0.07995554,0.052516207,-0.019860507,-0.988662224,-0.148837388,tilt
739,25,16.11390577,0.999138218,-0.016521275,-0.038077148,-0.045636987,-0.986715796,-0.155914091,tilt
740,25,16.91744961,0.999900047,0.01259593,-0.006421771,0.060718935,-0.557795824,-0.827754209,tilt
741,25,16.35093977,0.999175422,0.028056572,-0.029348006,-0.00076472,-0.582083704,-0.813128512,tilt
742,3,60,1,1,1,0,-1,1,unclassified
743,3,60,1,1,1,1,0,0,unclassified
744,5,36.8698976,1,0,0,0,-1,3,unclassified
745,5,36.8698976,1,0,0,0,-3,11,unclassified
746,5,36.8698976,1,0,0,5,1,13,unclassified
747,5,36.8698976,1,0,0,5,4,7,unclassified
748,5,36.8698976,1,0,0,10,1,23,unclassified
749,7,38.2132107,1,1,1,2,-3,1,unclassified
750,7,38.2132107,1,1,1,-3,1,1,unclassified
751,7,38.2132107,1,1,1,4,-1,0,unclassified
752,7,38.2132107,1,1,1,-29,-2,10,unclassified
753,7,38.2132107,1,1,1,25,-27,37,unclassified
754,9,38.9424413,1,1,0,-4,2,1,unclassified
755,9,38.9424413,1,1,0,-2,5,2,unclassified
756,9,38.9424413,1,1,0,-5,-1,1,unclassified
757,9,38.9424413,1,1,0,-1,-17,4,unclassified
758,9,38.9424413,1,1,0,-23,23,11,unclassified
759,11,50.4788036,1,1,0,-1,1,3,unclassified
760,11,50.4788036,1,1,0,-1,-1,0,unclassified
761,11,50.4788036,1,1,0,9,-9,17,unclassified
762,11,50.4788036,1,1,0,-15,4,1,unclassified
763,11,50.4788036,1,1,0,-16,5,15,unclassified
764,13,22.6198649,1,0,0,1,0,0,unclassified
765,13,22.6198649,1,0,0,-13,-29,63,unclassified
766,13,22.6198649,1,0,0,13,67,23,unclassified
767,13,27.7957725,1,1,1,9,1,3,unclassified
768,13,27.7957725,1,1,1,8,11,7,unclassified
769,13,27.7957725,1,1,1,6,-8,15,unclassified
770,15,48.1896851,2,1,0,97,-29,115,unclassified
771,15,48.1896851,2,1,0,59,17,5,unclassified
772,15,48.1896851,2,1,0,41,-7,5,unclassified
773,17,28.0724869,1,0,0,0,9,2,unclassified
774,17,28.0724869,1,0,0,0,5,3,unclassified
775,17,28.0724869,1,0,0,0,1,4,unclassified
776,17,61.9275131,2,2,1,-67,41,1,unclassified
777,17,61.9275131,2,2,1,33,-41,67,unclassified
778,17,61.9275131,2,2,1,77,-39,111,unclassified
779,19,26.525352,1,1,0,-1,1,6,unclassified
780,19,26.525352,1,1,0,1,1,0,unclassified
781,19,26.525352,1,1,0,3,-3,1,unclassified
782,19,46.8264489,1,1,1,-10,4,25,unclassified
783,19,46.8264489,1,1,1,1,-27,7,unclassified
784,19,46.8264489,1,1,1,4,-13,28,unclassified
785,21,21.7867893,1,1,1,-31,2,8,unclassified
786,21,21.7867893,1,1,1,1,32,9,unclassified
787,21,44.4153086,2,1,1,1,11,17,unclassified
788,21,44.4153086,2,1,1,-37,-53,1,unclassified
789,23,40.4590831,3,1,1,33,53,101,unclassified
790,23,40.4590831,3,1,1,41,31,53,unclassified
791,23,40.4590831,3,1,1,19,11,47,unclassified
792,25,16.2602047,1,0,0,25,18,1,unclassified
793,25,16.2602047,1,0,0,25,4,3,unclassified
794,25,16.2602047,1,0,0,25,1,7,unclassified
795,25,51.6838655,3,3,1,61,55,27,unclassified
796,25,51.6838655,3,3,1,33,-85,81,unclassified
797,25,51.6838655,3,3,1,17,-65,119,unclassified
798,27,31.5863381,1,1,0,-4,1,5,unclassified
799,27,31.5863381,1,1,0,1,5,1,unclassified
800,27,31.5863381,1,1,0,4,-4,7,unclassified
801,27,35.4309447,2,1,0,5,-1,1,unclassified
802,27,35.4309447,2,1,0,7,-41,5,unclassified
803,29,43.602819,1,0,0,0,-14,23,unclassified
804,29,43.602819,1,0,0,0,-18,13,unclassified
805,29,43.602819,1,0,0,0,7,3,unclassified
806,31,52.2002776,2,1,1,21,47,97,unclassified
807,31,52.2002776,2,1,1,48,41,18,unclassified
808,31,52.2002776,2,1,1,33,34,55,unclassified
809,33,20.0499757,1,1,0,-14,14,13,unclassified
810,33,20.0499757,1,1,0,-17,17,4,unclassified
811,33,20.0499757,1,1,0,-17,17,15,unclassified
812,33,58.992417,1,1,0,1,65,47,unclassified
813,35,34.0477324,2,1,1,12,1,45,unclassified
814,35,34.0477324,2,1,1,2,1,5,unclassified
815,35,34.0477324,2,1,1,11,33,50,unclassified
816,35,43.2332348,3,3,1,-25,23,41,unclassified
817,35,43.2332348,3,3,1,0,-9,7,unclassified
818,35,43.2332348,3,3,1,20,-3,19,unclassified
819,37,43.1362589,3,1,0,17,23,49,unclassified
820,37,43.1362589,3,1,0,17,-14,12,unclassified
821,37,43.1362589,3,1,0,17,-51,49,unclassified
822,39,50.1316585,3,2,1,-35,-53,55,unclassified
823,39,50.1316585,3,2,1,1,16,4,unclassified
824,39,50.1316585,3,2,1,-8,-11,7,unclassified
825,41,40.8786351,2,1,0,107,-9,55,unclassified
826,41,40.8786351,2,1,0,-103,83,3,unclassified
827,41,40.8786351,2,1,0,-127,131,65,unclassified
828,43,15.1781789,1,1,1,1,1,1,unclassified
829,43,15.1781789,1,1,1,-1,-6,7,unclassified
830,43,15.1781789,1,1,1,5,-13,8,unclassified
831,43,60.76636,3,3,2,-31,-63,55,unclassified
832,43,60.76636,3,3,2,-71,-25,101,unclassified
833,43,60.76636,3,3,2,-51,85,35,unclassified
834,45,28.624551,3,1,1,-77,-205,31,unclassified
835,45,28.624551,3,1,1,71,175,17,unclassified
836,45,28.624551,3,1,1,17,-20,14,unclassified
837,45,28.624551,3,1,1,-22,-5,11,unclassified
838,45,36.8698976,2,2,1,-11,-11,35,unclassified
839,45,53.1301024,2,2,1,7,1,11,unclassified
840,45,53.1301024,2,2,1,35,-67,19,unclassified
841,47,43.6637379,3,2,0,-63,-23,25,unclassified
842,47,43.6637379,3,2,0,57,-15,2,unclassified
843,47,43.6637379,3,2,0,-54,-13,8,unclassified
844,49,43.5735786,5,1,1,55,24,44,unclassified
845,49,43.5735786,5,1,1,47,41,67,unclassified
846,49,43.5735786,5,1,1,50,53,40,unclassified
847,49,49.2271953,3,2,2,97,23,3,unclassified
848,49,49.2271953,3,2,2,-107,11,27,unclassified
849,49,49.2271953,3,2,2,85,5,137,unclassified
850,51,48.9389555,5,3,1,64,-23,4,unclassified
851,51,48.9389555,5,3,1,56,-1,29,unclassified
852,51,48.9389555,5,3,1,-73,-16,5,unclassified
853,53,27.5270853,2,1,1,31,-35,26,unclassified
854,53,27.5270853,2,1,1,-47,-29,17,unclassified
855,53,27.5270853,2,1,1,-52,4,47,unclassified
856,53,53.5344304,5,3,3,57,23,41,unclassified
857,53,53.5344304,5,3,3,67,1,11,unclassified
858,53,53.5344304,5,3,3,-129,-13,69,unclassified
859,55,38.5726508,2,1,1,-32,30,89,unclassified
860,55,38.5726508,2,1,1,-7,10,4,unclassified
861,55,38.5726508,2,1,1,-17,7,5,unclassified
862,57,41.0282544,3,2,1,-35,29,47,unclassified
863,57,41.0282544,3,2,1,-2,-13,13,unclassified
864,57,41.0282544,3,2,1,-64,-17,169,unclassified
865,61,10.3888578,1,0,0,61,19,87,unclassified
866,61,10.3888578,1,0,0,61,18,15,unclassified
867,61,10.3888578,1,0,0,-61,45,7,unclassified
868,61,32.4070172,3,3,1,-39,1,53,unclassified
869,61,32.4070172,3,3,1,-17,2,45,unclassified
870,61,32.4070172,3,3,1,-15,-253,11,unclassified
871,61,50.2570598,3,3,2,-391,7,27,unclassified
872,61,50.2570598,3,3,2,86,-7,34,unclassified
873,61,50.2570598,3,3,2,-6,9,26,unclassified
874,63,22.9809198,2,1,0,11,-148,68,unclassified
875,63,22.9809198,2,1,0,10,1,37,unclassified
876,63,22.9809198,2,1,0,-10,-1,5,unclassified
877,63,38.2132107,5,1,1,-38,-1,2,unclassified
878,63,38.2132107,5,1,1,44,-32,1,unclassified
879,63,38.2132107,5,1,1,-61,10,43,unclassified
880,65,43.0490798,5,3,1,15,-26,68,unclassified
881,65,43.0490798,5,3,1,40,-52,21,unclassified
882,65,43.0490798,5,3,1,-55,26,2,unclassified
883,67,60.4925113,4,3,3,63,-71,54,unclassified
884,67,60.4925113,4,3,3,61,-73,81,unclassified
885,67,60.4925113,4,3,3,51,118,15,unclassified
886,69,41.094788,3,2,2,-91,-113,77,unclassified
887,69,41.094788,3,2,2,65,61,83,unclassified
888,69,41.094788,3,2,2,19,107,175,unclassified
889,69,50.9177927,5,5,1,-109,95,1,unclassified
890,69,50.9177927,5,5,1,53,-31,97,unclassified
891,73,13.4427387,1,1,0,139,7,11,unclassified
892,73,13.4427387,1,1,0,-144,-2,49,unclassified
893,73,13.4427387,1,1,0,-79,152,145,unclassified
894,75,22.0789688,3,1,1,23,-39,95,unclassified
895,75,22.0789688,3,1,1,-37,-409,145,unclassified
896,75,22.0789688,3,1,1,-33,-31,5,unclassified
897,75,45.0356507,3,1,1,-71,-290,53,unclassified
898,75,45.0356507,3,1,1,-63,-145,59,unclassified
899,75,45.0356507,3,1,1,11,5,7,unclassified
900,75,52.1690831,4,3,2,-13,65,41,unclassified
901,75,52.1690831,4,3,2,-1,5,7,unclassified
902,75,52.1690831,4,3,2,-31,-70,17,unclassified
903,79,34.6354566,3,2,1,-51,239,149,unclassified
904,79,34.6354566,3,2,1,-41,93,95,unclassified
905,81,38.3762729,5,3,1,-2,-13,4,unclassified
906,81,38.3762729,5,3,1,-1,-2,2,unclassified
907,81,38.3762729,5,3,1,-41,-73,100,unclassified
908,83,42.6978739,3,3,2,-17,-26,23,unclassified
909,83,42.6978739,3,3,2,-11,-51,10,unclassified
910,83,42.6978739,3,3,2,171,-7,3,unclassified
911,83,57.1686077,3,3,1,-38,-46,3,unclassified
912,83,57.1686077,3,3,1,-65,-35,51,unclassified
913,83,57.1686077,3,3,1,-40,-79,25,unclassified
914,85,45.572996,5,5,1,-19,-19,3,unclassified
915,85,45.572996,5,5,1,-117,-49,65,unclassified
916,85,45.572996,5,5,1,143,41,15,unclassified
917,85,46.0430533,4,3,1,13,-119,135,unclassified
918,85,46.0430533,4,3,1,11,-17,7,unclassified
919,85,46.0430533,4,3,1,71,-153,5,unclassified
920,87,48.6299601,7,3,1,16,-76,29,unclassified
921,87,48.6299601,7,3,1,-32,152,29,unclassified
